Unidad;Tipo de Gasto;Referencia;Operacion;Código recurso; Compromiso ; Valor pago 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;32; $ 88,139 ; $ 71,058 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;33; $ 1,125,672,991 ; $ 893,476,480 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;33; $ 153,477,573 ; $ 100,635,352 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;33; $ 136,502,363 ; $ 107,198,633 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;33; $ 37,113,453 ; $ 27,514,740 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;33; $ 32,746,021 ; $ 26,400,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;34; $ 23,038,885 ; $ 17,463,260 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;34; $ 20,944,125 ; $ 9,874,697 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;34; $ 7,439,819 ; $ 5,998,018 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;35; $ 2,334,414 ; $ 1,805,664 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;35; $ 1,547,968 ; $ 1,247,979 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;35; $ 729,626 ; $ 439,524 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;35; $ 546,710 ; $ 94,352 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;CAJA MENOR - CONSTITUCION;CONSTITUCIÓN CAJA MENOR;20; $ 39,692,147 ; $ 32,000,000 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;CAJA MENOR - CONSTITUCION;CONSTITUCIÓN CAJA MENOR;20; $ 37,652,343 ; $ 30,355,500 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CAJA MENOR - CONSTITUCION;CONSTITUCIÓN CAJA MENOR;20; $ 24,298,791 ; $ 53,575,000 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;CAJA MENOR - CONSTITUCION;CONSTITUCIÓN CAJA MENOR;20; $ 11,783,606 ; $ 9,500,000 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;CAJA MENOR - CONSTITUCION;CONSTITUCIÓN CAJA MENOR;32; $ 18,166,724 ; $ 14,646,100 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;CONTRATO DE SEGUROS;10; $ 848,865,543 ; $ 677,583,648 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;10; $ 180,465,035 ; $ 88,201,469 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;CONTRATO DE SEGUROS;14; $ 3,237,261,067 ; $ 2,609,895,330 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;33; $ 34,427,394 ; $ 27,755,531 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;33; $ 9,999,370 ; $ 8,061,540 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;33; $ 1,407,538 ; $ 1,134,764 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;33; $ 813,494 ; $ 655,843 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;CONTRATO DE SEGUROS;33; $ 409,888 ; $ 330,453 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;CONTRATOS;CONTRATO INTERADMINISTRATIVO;33; $ 105,500,735 ; $ 85,055,200 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;10; $ 176,488,575 ; $ 142,285,938 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;20; $ 26,422,271 ; $ 21,301,762 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;32; $ 34,095,932 ; $ 27,488,304 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 38,038,387 ; $ 30,666,730 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 19,420,832 ; $ 13,358,706 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 19,048,918 ; $ 14,590,714 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 16,007,967 ; $ 12,905,700 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 11,163,416 ; $ 9,000,000 
15 - SEDE REGIONAL AGUAZUL;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 10,710,078 ; $ 8,634,516 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;33; $ 9,094,014 ; $ 7,331,638 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS ACADEMICOS DOCENTES;35; $ 3,833,582 ; $ 3,090,652 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;HONORARIOS CONSEJO SUPERIOR;10; $ 61,382,112 ; $ 42,482,934 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;10; $ 129,477,024 ; $ 7,800,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;20; $ 11,132,970 ; $ 2,235,454 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;20; $ 7,535,306 ; $ -   
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;20; $ 1,240,380 ; $ 1,000,000 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;20; $ 533,363 ; $ 430,000 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;GASTOS DIRECTOS - LIQUIDACIONES;INSCRIPCIONES A SEMINARIOS, CURSOS, CONGRESOS Y OTROS;31; $ 109,277,443 ; $ 88,100,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL CATEDRATICOS POSGRADO EXTERNOS;31; $ 8,728,558,415 ; $ 6,967,332,459 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL CATEDRATICOS POSGRADO EXTERNOS;34; $ 163,936,151 ; $ 132,166,114 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;10; $ 62,018,980 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;20; $ 43,413,286 ; $ -   
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;20; $ 8,062,460 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;31; $ 12,403,796 ; $ -   
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;32; $ 64,949,326 ; $ 29,921,405 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;OTROS SERVICIOS;33; $ 5,060,389,168 ; $ 1,581,345,542 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;33; $ 41,329,448 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;33; $ 19,473,960 ; $ 15,700,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;34; $ 32,061,931 ; $ -   
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;OTROS SERVICIOS;35; $ 11,887,943 ; $ -   
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;20; $ 54,929,665 ; $ 44,284,560 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;20; $ 31,176,264 ; $ 25,134,454 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;20; $ 23,753,344 ; $ -   
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;20; $ 11,876,684 ; $ 9,575,040 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;20; $ 11,876,684 ; $ 4,787,520 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;32; $ 10,822,312 ; $ 8,725,000 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;32; $ 9,923,037 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 1,035,096,776 ; $ 84,000,000 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 741,064,792 ; $ 121,350,000 
15 - SEDE REGIONAL AGUAZUL;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 287,049,508 ; $ 161,833,328 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 39,890,608 ; $ 20,160,000 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 31,133,528 ; $ 25,100,000 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;33; $ 17,861,466 ; $ 14,400,000 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;34; $ 87,564,598 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;34; $ 3,721,139 ; $ 3,000,000 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 145,344,024 ; $ 98,687,495 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 44,298,952 ; $ 19,851,132 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 30,772,329 ; $ 21,318,800 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 23,413,405 ; $ 13,176,000 
15 - SEDE REGIONAL AGUAZUL;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 18,092,177 ; $ 8,976,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 5,755,361 ; $ -   
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;PRESTACION DE SERVICIOS - RESOLUCIONES;RESOLUCION DE INCENTIVOS;35; $ 1,116,342 ; $ 900,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE ASEO;10; $ 6,618,453,252 ; $ 1,965,157,574 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE ASEO;10.5; $ 1,628,618,414 ; $ 1,300,000,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE ASEO;14; $ 689,263,779 ; $ 57,395,439 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE COMUNICACIONES;10; $ 3,608,899,424 ; $ 1,316,900,718 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;10; $ 65,030,994 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;13; $ 38,803,048 ; $ 6,009,831 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE COMUNICACIONES;13; $ 996,639 ; $ 803,495 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;14; $ 8,218,897 ; $ 6,626,114 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE COMUNICACIONES;20; $ 693,977,975 ; $ 164,223,849 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;20; $ 41,186,904 ; $ 4,650,567 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;20; $ 18,743,500 ; $ 15,111,100 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;20; $ 13,801,587 ; $ 1,657,470 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE COMUNICACIONES;31; $ 620,189,800 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;31; $ 95,533,448 ; $ 77,019,525 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;31; $ 37,521,483 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;31; $ 13,485,251 ; $ 10,871,874 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE COMUNICACIONES;31; $ 10,286,871 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;10; $ 341,959,621 ; $ 176,020,385 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;14; $ 16,801,159 ; $ 13,545,175 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;20; $ 132,061,740 ; $ 84,728,000 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;20; $ 16,124,811 ; $ -   
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;20; $ 11,281,984 ; $ 1,730,260 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;20; $ 5,612,834 ; $ -   
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;20; $ 1,918,867 ; $ -   
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;31; $ 19,889,611 ; $ 5,946,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;31; $ 15,009,213 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;31; $ 12,297,135 ; $ 3,141,600 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;31; $ 7,278,547 ; $ 5,868,000 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;32; $ 11,501,863 ; $ 9,272,857 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;33; $ 329,773,096 ; $ 132,775,656 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;33; $ 69,105,679 ; $ 55,713,331 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;33; $ 17,860,226 ; $ 14,399,000 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;33; $ 11,135,334 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;33; $ 6,788,362 ; $ 5,472,810 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;34; $ 7,140,816 ; $ -   
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;35; $ 3,614,640 ; $ -   
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE IMPRESIÓN;35; $ 2,081,233 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;10; $ 152,858,603 ; $ 7,830,137 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS DE PERSONAL - OPS;SERVICIOS DE MANTENIMIENTO;10; $ 118,469,303 ; $ 39,401,712 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS DE PERSONAL - OPS;SERVICIOS DE MANTENIMIENTO;10.5; $ 58,722,721 ; $ 47,342,540 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;13; $ 27,744,811 ; $ 22,368,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;14; $ 33,467,586 ; $ 9,348,101 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE MANTENIMIENTO;20; $ 744,227,760 ; $ 163,525,942 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;20; $ 58,545,917 ; $ 47,200,000 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;20; $ 33,296,955 ; $ 15,940,231 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;20; $ 27,330,524 ; $ 12,073,700 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;20; $ 16,373,011 ; $ 13,200,000 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;20; $ 10,845,585 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS DE PERSONAL - OPS;SERVICIOS DE MANTENIMIENTO;31; $ 15,963,427 ; $ 12,869,792 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;31; $ 5,866,204 ; $ 4,729,362 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;32; $ 251,261,959 ; $ -   
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;32; $ 38,100,616 ; $ 9,996,000 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;CONTRATOS DE PERSONAL - OPS;SERVICIOS DE MANTENIMIENTO;32; $ 33,625,215 ; $ 11,156,930 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;33; $ 82,545,004 ; $ 66,548,180 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE MANTENIMIENTO;33; $ 9,741,941 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE PUBLICACIÓN;20; $ 2,604,797 ; $ -   
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE PUBLICACIÓN;31; $ 9,922,905 ; $ 7,999,894 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;SERVICIOS DE TRANSPORTE;10; $ 74,422,776 ; $ 25,659,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE TRANSPORTE;14; $ 124,037,960 ; $ 14,283,936 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE TRANSPORTE;20; $ 3,154,931,306 ; $ 1,496,816,859 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;SERVICIOS DE TRANSPORTE;21; $ 784,142,188 ; $ 136,933,810 
